materials,property,E,E_tet,E_oct,A,B,C,Cation,Metal,Anion,U,ELN_A,ELN_B,ELN_X,DELNAX,DELNBX,R_AX,R_BX,U_emp,E_site,oxidation_state,E_metal,OCV
CaSm2S4,0.47917949,-336.2889608,-327.2812064,-327.4836259,11.70242519,11.70242519,11.70242519,0.99,0.95,1.84,0.384867276,1,1.17,2.58,2.4964,1.9881,2.83,2.79,0.388729278,-0.20241954,2,-2,3.5038772
AlSm2S4,1.07510783,-329.2862856,-324.8652912,-323.926889,11.06953599,11.06953599,11.06953599,0.53,0.95,1.84,0.370042651,1.61,1.17,2.58,0.9409,1.9881,2.37,2.79,0.371967988,0.93840219,3,-3.75,0.223664787
LiGd2S4,0.17789552,-311.5638197,-305.979529,-305.8016335,11.28299941,11.28299941,11.28299941,0.76,0.93,1.84,0.38048749,0.98,1.2,2.58,2.56,1.9044,2.6,2.77,0.382119827,0.17789552,1,-1.906,3.67829073
NaGd2S4,0.17611676,-306.0613855,-301.201762,-301.2037479,11.60633993,11.60633993,11.60633993,1.02,0.93,1.84,0.387286585,0.93,1.2,2.58,2.7225,1.9044,2.86,2.77,0.390133853,-0.00198591,1,-1.315,3.54462347
KGd2S4,0.17744181,-303.5056281,-298.9378528,-299.0089649,11.98302444,11.98302444,11.98302444,1.38,0.93,1.84,0.394599945,0.82,1.2,2.58,3.0976,1.9044,3.22,2.77,0.39854196,-0.07111215,1,-1.09375,3.47402527
MgGd2S4,0.35170831,-322.534164,-315.5237292,-315.2429694,11.25755785,11.25755785,11.25755785,0.72,0.93,1.84,0.379174038,1.31,1.2,2.58,1.6129,1.9044,2.56,2.77,0.380665235,0.28075984,2,-1.595,2.707717375
CaGd2S4,0.52312933,-336.7831423,-327.795228,-328.0531872,11.59001203,11.59001203,11.59001203,0.99,0.93,1.84,0.385568601,1,1.2,2.58,2.4964,1.9044,2.83,2.77,0.389313163,-0.25795919,2,-2,3.493957135
AlGd2S4,1.05436317,-329.5125682,-325.4068498,-324.5412157,10.96465557,10.96465557,10.96465557,0.53,0.93,1.84,0.371105133,1.61,1.2,2.58,0.9409,1.9044,2.37,2.77,0.372526696,0.86563404,3,-3.75,0.118572823
LiDy2S4,0.17354956,-311.6352642,-306.045151,-305.8843681,11.17083759,11.17083759,11.17083759,0.76,0.91,1.84,0.38058681,0.98,1.22,2.58,2.56,1.8496,2.6,2.75,0.382706272,0.16078292,1,-1.906,3.68411314
NaDy2S4,0.19556752,-305.7623343,-300.9288914,-300.9509755,11.50785196,11.50785196,11.50785196,1.02,0.91,1.84,0.387669112,0.93,1.22,2.58,2.7225,1.8496,2.86,2.75,0.390732598,-0.02208411,1,-1.315,3.5184429
KDy2S4,0.20063761,-302.7346059,-298.2297653,-298.3121197,11.8826498,11.8826498,11.8826498,1.38,0.91,1.84,0.394915088,0.82,1.22,2.58,3.0976,1.8496,3.22,2.75,0.399153608,-0.08235443,1,-1.09375,3.41109059
MgDy2S4,0.35802433,-322.5367531,-315.5128164,-315.256841,11.17310342,11.17310342,11.17310342,0.72,0.91,1.84,0.379780822,1.31,1.22,2.58,1.6129,1.8496,2.56,2.75,0.381249447,0.25597546,2,-1.595,2.714468325
CaDy2S4,0.55107745,-336.323703,-327.3678048,-327.6662162,11.5009187,11.5009187,11.5009187,0.99,0.91,1.84,0.386081601,1,1.22,2.58,2.4964,1.8496,2.83,2.75,0.389910648,-0.29841142,2,-2,3.47794911
AlDy2S4,1.03261806,-328.7785423,-324.9846073,-324.1580888,10.88484849,10.88484849,10.88484849,0.53,0.91,1.84,0.372042834,1.61,1.22,2.58,0.9409,1.8496,2.37,2.75,0.373098419,0.82651846,3,-3.75,0.014645007
LiHo2S4,0.17544753,-311.5541227,-305.9647847,-305.8088909,11.12695669,11.12695669,11.12695669,0.76,0.9,1.84,0.380809288,0.98,1.23,2.58,2.56,1.8225,2.6,2.74,0.38300469,0.15589385,1,-1.906,3.68333794
NaHo2S4,0.20357774,-305.5059784,-300.6867308,-300.7189263,11.46132773,11.46132773,11.46132773,1.02,0.9,1.84,0.387804221,0.93,1.23,2.58,2.7225,1.8225,2.86,2.74,0.391037275,-0.03219551,1,-1.315,3.50424761
KHo2S4,0.20050202,-302.2990326,-297.7755086,-297.8749942,11.83565891,11.83565891,11.83565891,1.38,0.9,1.84,0.395062803,0.82,1.23,2.58,3.0976,1.8225,3.22,2.74,0.399464852,-0.09948556,1,-1.09375,3.429774
MgHo2S4,0.364378,-322.4118505,-315.3841868,-315.1395282,11.13034917,11.13034917,11.13034917,0.72,0.9,1.84,0.379962806,1.31,1.23,2.58,1.6129,1.8225,2.56,2.74,0.38154673,0.24465866,2,-1.595,2.71633183
CaHo2S4,0.56753518,-335.9803709,-327.0450926,-327.3567791,11.46513184,11.46513184,11.46513184,0.99,0.9,1.84,0.386394137,1,1.23,2.58,2.4964,1.8225,2.83,2.74,0.390214684,-0.31168648,2,-2,3.467639155
AlHo2S4,1.02667487,-328.3052021,-324.6631813,-323.8735757,10.84940512,10.84940512,10.84940512,0.53,0.9,1.84,0.372462587,1.61,1.23,2.58,0.9409,1.8225,2.37,2.74,0.373389346,0.78960566,3,-3.75,-0.035993083
LiEr2S4,0.17703029,-311.4994445,-305.910265,-305.7606911,11.08139469,11.08139469,11.08139469,0.76,0.89,1.84,0.380893465,0.98,1.24,2.58,2.56,1.7956,2.6,2.73,0.38330668,0.14957383,1,-1.906,3.68317957
NaEr2S4,0.21317473,-305.2891729,-300.484066,-300.5246158,11.41715861,11.41715861,11.41715861,1.02,0.89,1.84,0.387873499,0.93,1.24,2.58,2.7225,1.7956,2.86,2.73,0.391345598,-0.04054983,1,-1.315,3.49010692
KEr2S4,0.21621289,-301.8243629,-297.3757901,-297.4919019,11.79931967,11.79931967,11.79931967,1.38,0.89,1.84,0.395258747,0.82,1.24,2.58,3.0976,1.7956,3.22,2.73,0.39977982,-0.11611184,1,-1.09375,3.35482282
MgEr2S4,0.37758738,-322.3169194,-315.2933151,-315.0403495,11.09627357,11.09627357,11.09627357,0.72,0.89,1.84,0.380298622,1.31,1.24,2.58,1.6129,1.7956,2.56,2.73,0.38184757,0.25296555,2,-1.595,2.71430213
CaEr2S4,0.58000666,-335.6827971,-326.7665551,-327.0917344,11.42929779,11.42929779,11.42929779,0.99,0.89,1.84,0.386659358,1,1.24,2.58,2.4964,1.7956,2.83,2.73,0.390522359,-0.32517928,2,-2,3.45812099
AlEr2S4,1.01459021,-327.8670713,-324.3692709,-323.6183141,10.81443236,10.81443236,10.81443236,0.53,0.89,1.84,0.372892912,1.61,1.24,2.58,0.9409,1.7956,2.37,2.73,0.373683754,0.75095679,3,-3.75,-0.084066537
LiTm2S4,0.17863432,-311.343288,-305.7554516,-305.6131265,11.03569682,11.03569682,11.03569682,0.76,0.88,1.84,0.380956089,0.98,1.25,2.58,2.56,1.7689,2.6,2.72,0.383612324,0.14232514,1,-1.906,3.68183645
NaTm2S4,0.22528505,-304.970103,-300.1798327,-300.2279364,11.37703556,11.37703556,11.37703556,1.02,0.88,1.84,0.388067927,0.93,1.25,2.58,2.7225,1.7689,2.86,2.72,0.391657653,-0.04810369,1,-1.315,3.47527033
KTm2S4,0.22990347,-301.2936668,-296.8722136,-296.9986361,11.76084262,11.76084262,11.76084262,1.38,0.88,1.84,0.395420663,0.82,1.25,2.58,3.0976,1.7689,3.22,2.72,0.4000986,-0.12642255,1,-1.09375,3.32770326
MgTm2S4,0.38402169,-322.1108211,-315.0832625,-314.8377762,11.05862562,11.05862562,11.05862562,0.72,0.88,1.84,0.380504171,1.31,1.25,2.58,1.6129,1.7689,2.56,2.72,0.382152051,0.2454863,2,-1.595,2.71627934
CaTm2S4,0.59269654,-335.2730972,-326.3793571,-326.7183361,11.39458993,11.39458993,11.39458993,0.99,0.88,1.84,0.386877344,1,1.25,2.58,2.4964,1.7689,2.83,2.72,0.390833757,-0.33897896,2,-2,3.44687004
AlTm2S4,0.99441324,-327.3422208,-323.9804023,-323.2657854,10.78066913,10.78066913,10.78066913,0.53,0.88,1.84,0.373316183,1.61,1.25,2.58,0.9409,1.7689,2.37,2.72,0.373981725,0.71461687,3,-3.75,-0.129393827
LiLu2S4,0.1817431,-311.0032032,-305.4226904,-305.2921973,10.95185332,10.95185332,10.95185332,0.76,0.85,1.84,0.381187635,0.98,1,2.58,2.56,2.4964,2.6,2.69,0.384552065,0.13049314,1,-1.906,3.67451272
NaLu2S4,0.23867307,-304.3076061,-299.5496804,-299.6105951,11.30142096,11.30142096,11.30142096,1.02,0.85,1.84,0.388428184,0.93,1,2.58,2.7225,2.4964,2.86,2.69,0.392617102,-0.06091467,1,-1.315,3.4429257
MgLu2S4,0.39662692,-321.67783,-314.647725,-314.4158836,10.98870662,10.98870662,10.98870662,0.72,0.85,1.84,0.380995743,1.31,1,2.58,1.6129,2.4964,2.56,2.69,0.383088215,0.23184147,2,-1.595,2.7175525
CaLu2S4,0.60744023,-334.4313973,-325.5876589,-325.9530532,11.32591066,11.32591066,11.32591066,0.99,0.85,1.84,0.387362366,1,1,2.58,2.4964,2.4964,2.83,2.69,0.391791188,-0.3653943,2,-2,3.421869245
AlLu2S4,0.95547677,-326.2383934,-323.1757473,-322.5357451,10.7159323,10.7159323,10.7159323,0.53,0.85,1.84,0.374148574,1.61,1,2.58,0.9409,2.4964,2.37,2.69,0.374897874,0.64000224,3,-3.75,-0.22911798
LiSc2Se4,0.20837915,-307.1925362,-302.3812638,-302.4137445,11.11295291,11.11295291,11.11295291,0.76,0.75,1.98,0.381395138,0.98,1.36,2.55,2.4649,1.4161,2.74,2.73,0.387962311,-0.03248067,1,-1.906,2.90527237
NaSc2Se4,0.33050182,-299.428559,-295.4689839,-295.6926193,11.49635069,11.49635069,11.49635069,1.02,0.75,1.98,0.389033777,0.93,1.36,2.55,2.6244,1.4161,3,2.73,0.39609887,-0.22363534,1,-1.315,2.64457511
KSc2Se4,0.43608199,-294.677434,-291.2016911,-291.5967404,11.91587194,11.91587194,11.91587194,1.38,0.75,1.98,0.396478054,0.82,1.36,2.55,2.9929,1.4161,3.36,2.73,0.404635533,-0.39504935,1,-1.09375,2.38199291
MgSc2Se4,0.33939128,-312.3925282,-306.9111858,-306.8471057,11.23989421,11.23989421,11.23989421,0.72,0.75,1.98,0.382874921,1.31,1.36,2.55,1.5376,1.4161,2.7,2.73,0.386485479,0.06408007,2,-1.595,1.94317123
CaSc2Se4,0.74800435,-323.8373932,-316.4208371,-317.0438208,11.59275658,11.59275658,11.59275658,0.99,0.75,1.98,0.388908046,1,1.36,2.55,2.4025,1.4161,2.97,2.73,0.395265631,-0.62298366,2,-2,2.708278045
AlSc2Se4,0.68726083,-319.2451617,-316.0354637,-315.7206729,11.02806684,11.02806684,11.02806684,0.53,0.75,1.98,0.377588053,1.61,1.36,2.55,0.8836,1.4161,2.51,2.73,0.378222505,0.31479073,3,-3.75,-0.180100657
LiTi2Se4,0.26237521,-316.3352539,-313.0128299,-313.0917656,10.6943456,10.6943456,10.6943456,0.76,0.68,1.98,0.382096455,0.98,1.54,2.55,2.4649,1.0201,2.74,2.66,0.390653015,-0.07893569,1,-1.906,1.41642393
NaTi2Se4,0.37567157,-306.0492085,-303.824278,-304.1350349,11.09500005,11.09500005,11.09500005,1.02,0.68,1.98,0.389578953,0.93,1.54,2.55,2.6244,1.0201,3,2.66,0.398846004,-0.31075688,1,-1.315,0.90993044
KTi2Se4,0.41780021,-298.4661943,-296.9495102,-297.3673104,11.52042373,11.52042373,11.52042373,1.38,0.68,1.98,0.396751892,0.82,1.54,2.55,2.9929,1.0201,3.36,2.66,0.407441874,-0.41780021,1,-1.09375,0.42293418
MgTi2Se4,0.28551382,-310.6322367,-308.3803521,-308.0948382,10.92170107,10.92170107,10.92170107,0.72,0.68,1.98,0.384304709,1.31,1.54,2.55,1.5376,1.0201,2.7,2.66,0.38916594,0.28551382,2,-1.595,0.328442315
CaTi2Se4,0.57577542,-319.1178344,-315.9815766,-316.4288125,11.29762364,11.29762364,11.29762364,0.99,0.68,1.98,0.390419487,1,1.54,2.55,2.4025,1.0201,2.97,2.66,0.398006987,-0.44723595,2,-2,0.5681289
AlTi2Se4,0.85806705,-320.519052,-318.0224131,-317.1643461,10.75269469,10.75269469,10.75269469,0.53,0.68,1.98,0.380230709,1.61,1.54,2.55,0.8836,1.0201,2.51,2.66,0.380845659,0.85806705,3,-3.75,-0.41778703
LiV2Se4,0.6534195,-312.4177019,-310.2731391,-309.9822241,10.55630809,10.55630809,10.55630809,0.76,0.59,1.98,0.383261325,0.98,1.63,2.55,2.4649,0.8464,2.74,2.57,0.394584897,0.29091498,1,-1.906,0.2385628
KV2Se4,0.34040866,-295.5317583,-294.3211222,-294.5373735,11.41981737,11.41981737,11.41981737,1.38,0.59,1.98,0.39971881,0.82,1.63,2.55,2.9929,0.8464,3.36,2.57,0.411542734,-0.21625129,1,-1.09375,0.11688604
MgV2Se4,0.80169141,-310.8964405,-308.5671509,-307.7654594,10.80911183,10.80911183,10.80911183,0.72,0.59,1.98,0.386435755,1.31,1.63,2.55,1.5376,0.8464,2.7,2.57,0.393082855,0.80169141,2,-1.595,0.367144825
CaV2Se4,0.45786932,-319.4544197,-315.5022833,-315.8988899,11.17354807,11.17354807,11.17354807,0.99,0.59,1.98,0.39260564,1,1.63,2.55,2.4025,0.8464,2.97,2.57,0.402012886,-0.39660661,2,-2,0.97606824
AlV2Se4,0.90699182,-323.8258959,-319.866246,-318.9592542,10.66981277,10.66981277,10.66981277,0.53,0.59,1.98,0.382171556,1.61,1.63,2.55,0.8836,0.8464,2.51,2.57,0.384678831,0.90699182,3,-3.75,0.069883293
LiCr2Se4,0.19840683,-316.428813,-312.3154444,-312.2590705,10.53005244,10.53005244,10.53005244,0.76,0.61,1.98,0.385183986,0.98,1.66,2.55,2.4649,0.7921,2.74,2.59,0.393658101,0.05637384,1,-1.906,2.20736862
NaCr2Se4,0.33983071,-306.516178,-303.3428325,-303.5948847,10.96005828,10.96005828,10.96005828,1.02,0.61,1.98,0.393663381,0.93,1.66,2.55,2.6244,0.7921,3,2.59,0.401914114,-0.25205224,1,-1.315,1.85834552
KCr2Se4,0.57026505,-299.8102603,-297.1410067,-297.7081854,11.39032047,11.39032047,11.39032047,1.38,0.61,1.98,0.400326066,0.82,1.66,2.55,2.9929,0.7921,3.36,2.59,0.410576107,-0.5671787,1,-1.09375,1.57550364
MgCr2Se4,0.43041882,-316.8654415,-312.5099343,-312.3301656,10.75948339,10.75948339,10.75948339,0.72,0.61,1.98,0.388193376,1.31,1.66,2.55,1.5376,0.7921,2.7,2.59,0.392159587,0.17976871,2,-1.595,1.38025362
AlCr2Se4,0.60581733,-326.5265725,-322.5406362,-322.293757,10.65861236,10.65861236,10.65861236,0.53,0.61,1.98,0.383233442,1.61,1.66,2.55,0.8836,0.7921,2.51,2.59,0.383775302,0.24687917,3,-3.75,0.07864545
LiMn2Se4,0.24557954,-305.3181565,-301.7987014,-301.8096821,10.58457414,10.58457414,10.58457414,0.76,0.52,1.98,0.385498707,0.98,1.55,2.55,2.4649,1,2.74,2.5,0.398115864,-0.01098071,1,-1.906,1.61345514
NaMn2Se4,0.31831685,-295.5745802,-292.9397095,-293.1721742,10.98269626,10.98269626,10.98269626,1.02,0.52,1.98,0.392390212,0.93,1.55,2.55,2.6244,1,3,2.5,0.406465368,-0.23246467,1,-1.315,1.31987075
KMn2Se4,1.02728051,-288.3431428,-286.241858,-287.2367785,11.43022288,11.43022288,11.43022288,1.38,0.52,1.98,0.399255574,0.82,1.55,2.55,2.9929,1,3.36,2.5,0.415225449,-0.99492044,1,-1.09375,1.00753478
MgMn2Se4,0.39331839,-302.8391346,-299.1371681,-299.1695273,10.87380028,10.87380028,10.87380028,0.72,0.52,1.98,0.386833668,1.31,1.55,2.55,1.5376,1,2.7,2.5,0.396600381,-0.03235918,2,-1.595,1.053483245
CaMn2Se4,0.62572071,-311.897509,-306.740829,-307.3525591,11.24129499,11.24129499,11.24129499,0.99,0.52,1.98,0.393065324,1,1.55,2.55,2.4025,1,2.97,2.5,0.405610323,-0.61173019,2,-2,1.57834003
AlMn2Se4,0.67047523,-316.7690937,-311.4923509,-311.2379071,10.76789135,10.76789135,10.76789135,0.53,0.52,1.98,0.381155339,1.61,1.55,2.55,0.8836,1,2.51,2.5,0.388121153,0.25444381,3,-3.75,0.50891425
LiFe2Se4,0.20794096,-281.272133,-278.0538005,-277.8810559,10.25694832,10.25694832,10.25694832,0.76,0.56,1.98,0.388386959,0.98,1.83,2.55,2.4649,0.5184,2.74,2.54,0.396040113,0.17274452,1,-1.906,1.31233254
NaFe2Se4,0.37874357,-270.5365276,-268.304325,-268.6667985,10.63052922,10.63052922,10.63052922,1.02,0.56,1.98,0.395851263,0.93,1.83,2.55,2.6244,0.5184,3,2.54,0.404346084,-0.36247351,1,-1.315,0.91720259
KFe2Se4,0.88508791,-262.2524563,-260.5858713,-261.4553723,11.02129299,11.02129299,11.02129299,1.38,0.56,1.98,0.402183407,0.82,1.83,2.55,2.9929,0.5184,3.36,2.54,0.41306049,-0.86950105,1,-1.09375,0.572835
MgFe2Se4,0.28871613,-276.1013752,-274.7798058,-274.5882897,10.36181457,10.36181457,10.36181457,0.72,0.56,1.98,0.392058262,1.31,1.83,2.55,1.5376,0.5184,2.7,2.54,0.394532532,0.1915161,2,-1.595,-0.136715295
CaFe2Se4,0.46805937,-283.0821907,-279.5949887,-279.6108647,11.03886817,11.03886817,11.03886817,0.99,0.56,1.98,0.39479467,1,1.83,2.55,2.4025,0.5184,2.97,2.54,0.403495496,-0.01587599,2,-2,0.74360098
AlFe2Se4,0.40142909,-291.7832579,-286.7646465,-286.4957258,10.49175515,10.49175515,10.49175515,0.53,0.56,1.98,0.384274409,1.61,1.83,2.55,0.8836,0.5184,2.51,2.54,0.386097514,0.26892078,3,-3.75,0.42287046
LiCo2Se4,0.21642823,-265.2116642,-261.4783241,-261.3850734,10.15375735,10.15375735,10.15375735,0.76,0.53,1.98,0.390276117,0.98,1.88,2.55,2.4649,0.4489,2.74,2.51,0.397581291,0.09325068,1,-1.906,1.82734004
NaCo2Se4,0.40544634,-254.3529736,-251.7536018,-252.1314981,10.5106593,10.5106593,10.5106593,1.02,0.53,1.98,0.3969414,0.93,1.88,2.55,2.6244,0.4489,3,2.51,0.405919584,-0.37789633,1,-1.315,1.28437179
KCo2Se4,0.96585626,-244.9356605,-243.1793131,-244.1451693,10.90686597,10.90686597,10.90686597,1.38,0.53,1.98,0.4028088,0.82,1.88,2.55,2.9929,0.4489,3.36,2.51,0.414667902,-0.96585626,1,-1.09375,0.6625974
MgCo2Se4,0.47617688,-262.9204671,-259.3589814,-259.1818337,10.35105661,10.35105661,10.35105661,0.72,0.53,1.98,0.393209013,1.31,1.88,2.55,1.5376,0.4489,2.7,2.51,0.396067843,0.17714769,2,-1.595,0.98324282
AlCo2Se4,0.59643093,-275.8010124,-271.3357936,-271.053883,10.22508392,10.22508392,10.22508392,0.53,0.53,1.98,0.389354142,1.61,1.88,2.55,0.8836,0.4489,2.51,2.51,0.3876,0.28191058,3,-3.75,0.23840628
LiNi2Se4,0.2551593,-239.0447392,-235.3648428,-235.251208,10.22505341,10.22505341,10.22505341,0.76,0.49,1.98,0.389360702,0.98,1.91,2.55,2.4649,0.4096,2.74,2.47,0.39978816,0.11363476,1,-1.906,1.77389643
NaNi2Se4,0.3795067,-228.567714,-226.0510205,-226.3637483,10.59630044,10.59630044,10.59630044,1.02,0.49,1.98,0.39589228,0.93,1.91,2.55,2.6244,0.4096,3,2.47,0.408172736,-0.31272778,1,-1.315,1.20169354
KNi2Se4,0.98439232,-219.7590635,-217.9961677,-218.8147485,11.02339829,11.02339829,11.02339829,1.38,0.49,1.98,0.40212104,0.82,1.91,2.55,2.9929,0.4096,3.36,2.47,0.416969614,-0.81858076,1,-1.09375,0.66914577
MgNi2Se4,0.50621623,-235.0539675,-231.7851224,-231.8779468,10.45685493,10.45685493,10.45685493,0.72,0.49,1.98,0.391594884,1.31,1.91,2.55,1.5376,0.4096,2.7,2.47,0.398266311,-0.09282436,2,-1.595,0.83692252
CaNi2Se4,0.67143066,-241.9489222,-237.6193344,-238.2771633,10.82265547,10.82265547,10.82265547,0.99,0.49,1.98,0.396909509,1,1.91,2.55,2.4025,0.4096,2.97,2.47,0.407314099,-0.65782899,2,-2,1.16479392
AlNi2Se4,0.66947923,-250.5918961,-245.6645292,-245.6771945,10.31257694,10.31257694,10.31257694,0.53,0.49,1.98,0.387682726,1.61,1.91,2.55,0.8836,0.4096,2.51,2.47,0.389751465,-0.01266531,3,-3.75,0.392455637
LiCu2Se4,2.52650737,-195.8711592,-192.6663006,-194.9825715,10.42867608,10.42867608,10.42867608,0.76,0.57,1.98,0.3864347,0.98,1.9,2.55,2.4649,0.4225,2.74,2.55,0.395545954,-2.31627086,1,-1.906,1.29885856
NaCu2Se4,2.04522682,-185.8160854,-185.0408761,-186.8404499,10.87496578,10.87496578,10.87496578,1.02,0.57,1.98,0.394898226,0.93,1.9,2.55,2.6244,0.4225,3,2.55,0.403841561,-1.79957379,1,-1.315,-0.53979073
KCu2Se4,4.93641295,-179.2501695,-181.8240197,-186.2127524,11.33449959,11.33449959,11.33449959,1.38,0.57,1.98,0.401925961,0.82,1.9,2.55,2.9929,0.4225,3.36,2.55,0.412545094,-4.38873273,1,-1.09375,-3.66760018
MgCu2Se4,0.36133069,-196.8190613,-192.4100954,-192.5772665,10.66910273,10.66910273,10.66910273,0.72,0.57,1.98,0.388737642,1.31,1.9,2.55,1.5376,0.4225,2.7,2.55,0.394040254,-0.16717109,2,-1.595,1.40698296
CaCu2Se4,0.80140755,-204.3104262,-198.9247462,-199.7261538,11.04222188,11.04222188,11.04222188,0.99,0.57,1.98,0.395141468,1,1.9,2.55,2.4025,0.4225,2.97,2.55,0.402992035,-0.80140755,2,-2,1.692839995
AlCu2Se4,0.59076825,-216.1534149,-209.6192243,-209.5167251,10.51371369,10.51371369,10.51371369,0.53,0.57,1.98,0.38413944,1.61,1.9,2.55,0.8836,0.4225,2.51,2.55,0.385615761,0.10249921,3,-3.75,0.92806352
LiZn2Se4,1.33197531,-160.5830013,-159.0893941,-160.4213695,10.75268061,10.75268061,10.75268061,0.76,0.74,1.98,0.383017917,0.98,1.65,2.55,2.4649,0.81,2.74,2.72,0.388329831,-1.33197531,1,-1.906,-0.41239284
NaZn2Se4,7.68929163,-151.1472375,-150.8117049,-158.239058,11.23254423,11.23254423,11.23254423,1.02,0.74,1.98,0.392100268,0.93,1.65,2.55,2.6244,0.81,3,2.72,0.396474097,-7.4273531,1,-1.315,-0.97946738
KZn2Se4,10.61642909,-146.4782316,-147.0823098,-157.6987389,11.73988178,11.73988178,11.73988178,1.38,0.74,1.98,0.399529171,0.82,1.65,2.55,2.9929,0.81,3.36,2.72,0.405018848,-10.61642909,1,-1.09375,-1.69782821
MgZn2Se4,0.23054588,-165.5081476,-160.1703866,-160.2757761,10.94947334,10.94947334,10.94947334,0.72,0.74,1.98,0.385252789,1.31,1.65,2.55,1.5376,0.81,2.7,2.72,0.3868516,-0.10538952,2,-1.595,1.871380505
CaZn2Se4,0.68682588,-173.9065031,-167.4009541,-168.08778,11.36355466,11.36355466,11.36355466,0.99,0.74,1.98,0.391923305,1,1.65,2.55,2.4025,0.81,2.97,2.72,0.39564007,-0.68682588,2,-2,2.25277453
AlZn2Se4,0.46116923,-186.4994754,-178.8747478,-178.772468,10.76296599,10.76296599,10.76296599,0.53,0.74,1.98,0.380898728,1.61,1.65,2.55,0.8836,0.81,2.51,2.72,0.378580798,0.10227977,3,-3.75,1.291575873
LiY2Se4,0.16231299,-316.5815133,-311.545833,-311.459983,11.63682447,11.63682447,11.63682447,0.76,0.9,1.98,0.379394473,0.98,1.22,2.55,2.4649,1.7689,2.74,2.88,0.38300469,0.08585001,1,-1.906,3.12968027
NaY2Se4,0.23812041,-310.5111203,-306.1885308,-306.281878,12.00037428,12.00037428,12.00037428,1.02,0.9,1.98,0.386624393,0.93,1.22,2.55,2.6244,1.7689,3,2.88,0.391037275,-0.09334719,1,-1.315,3.00758952
KY2Se4,0.31973101,-307.6858235,-303.6279271,-303.8658035,12.39991311,12.39991311,12.39991311,1.38,0.9,1.98,0.394025043,0.82,1.22,2.55,2.9929,1.7689,3.36,2.88,0.399464852,-0.23787643,1,-1.09375,2.96414635
MgY2Se4,0.32974808,-323.2439452,-317.349669,-317.1551747,11.68363812,11.68363812,11.68363812,0.72,0.9,1.98,0.37964034,1.31,1.22,2.55,1.5376,1.7689,2.7,2.88,0.38154673,0.19449424,2,-1.595,2.1496381
CaY2Se4,0.61894871,-336.8623547,-328.8954021,-329.2982893,12.02051753,12.02051753,12.02051753,0.99,0.9,1.98,0.385679308,1,1.22,2.55,2.4025,1.7689,2.97,2.88,0.390214684,-0.40288716,2,-2,2.983476275
AlY2Se4,0.81841074,-328.4219919,-325.3600196,-324.9147572,11.44932525,11.44932525,11.44932525,0.53,0.9,1.98,0.373767992,1.61,1.22,2.55,0.8836,1.7689,2.51,2.88,0.373389346,0.44526241,3,-3.75,-0.22934259
LiZr2Se4,0.20447467,-339.0664754,-336.0442315,-336.0684452,11.12009583,11.12009583,11.12009583,0.76,0.72,1.98,0.380229068,0.98,1.33,2.55,2.4649,1.4884,2.74,2.7,0.389081091,-0.02421371,1,-1.906,1.11624398
NaZr2Se4,0.36733864,-330.4720492,-328.420505,-328.6661216,11.47045815,11.47045815,11.47045815,1.02,0.72,1.98,0.386995164,0.93,1.33,2.55,2.6244,1.4884,3,2.7,0.397241113,-0.24561659,1,-1.315,0.73654415
KZr2Se4,0.44257624,-324.4383636,-322.8003894,-323.2142641,11.85950745,11.85950745,11.85950745,1.38,0.72,1.98,0.393927039,0.82,1.33,2.55,2.9929,1.4884,3.36,2.7,0.405802394,-0.41387467,1,-1.09375,0.54422416
MgZr2Se4,0.25892588,-329.9376362,-328.7183608,-328.5471215,11.22500779,11.22500779,11.22500779,0.72,0.72,1.98,0.380619754,1.31,1.33,2.55,1.5376,1.4884,2.7,2.7,0.3876,0.17123929,2,-1.595,-0.187862275
CaZr2Se4,0.60766225,-339.167399,-337.3706857,-337.9771664,11.58695167,11.58695167,11.58695167,0.99,0.72,1.98,0.387121648,1,1.33,2.55,2.4025,1.4884,2.97,2.7,0.396405472,-0.60648063,2,-2,-0.101643395
AlZr2Se4,0.87605391,-337.9437475,-336.0789459,-335.202892,11.02997076,11.02997076,11.02997076,0.53,0.72,1.98,0.376349534,1.61,1.33,2.55,0.8836,1.4884,2.51,2.7,0.379313198,0.87605391,3,-3.75,-0.62839948
LiNb2Se4,0.1691688,-332.1390038,-332.5643206,-332.5682788,10.72590354,10.72590354,10.72590354,0.76,0.64,1.98,0.377935757,0.98,1.6,2.55,2.4649,0.9025,2.74,2.62,0.392327205,-0.00395817,1,-1.906,-2.33131675
NaNb2Se4,0.20364928,-320.3410516,-322.747957,-322.9020616,11.21065105,11.21065105,11.21065105,1.02,0.64,1.98,0.387072969,0.93,1.6,2.55,2.6244,0.9025,3,2.62,0.400555306,-0.15410458,1,-1.315,-3.72190547
KNb2Se4,0.64348188,-313.5760884,-314.2428878,-314.8863697,11.73261064,11.73261064,11.73261064,1.38,0.64,1.98,0.396961249,0.82,1.6,2.55,2.9929,0.9025,3.36,2.62,0.409188014,-0.64348188,1,-1.09375,-1.76054938
MgNb2Se4,0.82438177,-323.9612066,-327.7454201,-326.9210383,10.95353165,10.95353165,10.95353165,0.72,0.64,1.98,0.381769205,1.31,1.6,2.55,1.5376,0.9025,2.7,2.62,0.390833757,0.82438177,2,-1.595,-2.68960674
